codId,firstname,lastname,email,username
2017146,Suizhou,Hubei,suizhouhubei@admin.com, 
2017147,Ankang,Shaanxi, ,ankangshaanxi
2017148,Weinan,Shaanxi,weinanshaanxi@admin.com, 
2017149,Longjing,Jilin,longjingjilin@admin.com, 
2017150,Da´an,Jilin, ,da´anjilin
2017151,Lengshuijiang,Hunan,lengshuijianghunan@admin.com, 
2017152,Laiyang,Shandong,laiyangshandong@admin.com, 
2017153,Xianning,Hubei, ,xianninghubei
2017154,Dali,Yunnan, ,daliyunnan
2017155,Anda,Heilongjiang,andaheilongjiang@admin.com, 
2017156,Jincheng,Shanxi, ,jinchengshanxi
2017157,Longyan,Fujian, ,longyanfujian
2017158,Xichang,Sichuan,xichangsichuan@admin.com, 
2017159,Wendeng,Shandong,wendengshandong@admin.com, 
2017160,Hailun,Heilongjiang,hailunheilongjiang@admin.com, 
2017161,Binzhou,Shandong,binzhoushandong@admin.com, 
2017162,Linhe,InnerMongolia,linheinnermongolia@admin.com, 
2017163,Wuwei,Gansu, ,wuweigansu
2017164,Duyun,Guizhou,duyunguizhou@admin.com, 
2017165,Mishan,Heilongjiang,mishanheilongjiang@admin.com, 
2017166,Shangrao,Jiangxi, ,shangraojiangxi
2017167,Changji,Xinxiang, ,changjixinxiang
2017168,Meixian,Guangdong, ,meixianguangdong
2017169,Yushu,Jilin, ,yushujilin
2017170,Tiefa,Liaoning,tiefaliaoning@admin.com, 
2017171,Huai´an,Jiangsu,huai´anjiangsu@admin.com, 
2017172,Leiyang,Hunan,leiyanghunan@admin.com, 
2017173,Zalantun,InnerMongolia, ,zalantuninnermongolia
2017174,Weihai,Shandong,weihaishandong@admin.com, 
2017175,Loudi,Hunan, ,loudihunan
2017176,Qingzhou,Shandong, ,qingzhoushandong
2017177,Qidong,Jiangsu, ,qidongjiangsu
2017178,Huaihua,Hunan, ,huaihuahunan
2017179,Luohe,Henan,luohehenan@admin.com, 
2017180,Chuzhou,Anhui,chuzhouanhui@admin.com, 
2017181,Kaiyuan,Liaoning,kaiyuanliaoning@admin.com, 
2017182,Linqing,Shandong, ,linqingshandong
2017183,Chaohu,Anhui, ,chaohuanhui
2017184,Laohekou,Hubei,laohekouhubei@admin.com, 
2017185,Dujiangyan,Sichuan, ,dujiangyansichuan
2017186,Zhumadian,Henan, ,zhumadianhenan
2017187,Linchuan,Jiangxi,linchuanjiangxi@admin.com, 
2017188,Jiaonan,Shandong,jiaonanshandong@admin.com, 
2017189,Sanmenxia,Henan,sanmenxiahenan@admin.com, 
2017190,Heyuan,Guangdong, ,heyuanguangdong
2017191,Manzhouli,InnerMongolia, ,manzhouliinnermongolia
2017192,Lhasa,Tibet, ,lhasatibet
2017193,Lianyuan,Hunan,lianyuanhunan@admin.com, 
2017194,Kuytun,Xinxiang,kuytunxinxiang@admin.com, 
2017195,Puqi,Hubei,puqihubei@admin.com, 
2017196,Hongjiang,Hunan, ,hongjianghunan
2017197,Qinzhou,Guangxi,qinzhouguangxi@admin.com, 
2017198,Renqiu,Hebei,renqiuhebei@admin.com, 
2017199,Yuyao,Zhejiang,yuyaozhejiang@admin.com, 
2017200,Guigang,Guangxi,guigangguangxi@admin.com, 
2017201,Kaili,Guizhou, ,kailiguizhou
2017202,Yan´an,Shaanxi, ,yan´anshaanxi
2017203,Beihai,Guangxi, ,beihaiguangxi
2017204,Xuangzhou,Anhui, ,xuangzhouanhui
2017205,Quzhou,Zhejiang,quzhouzhejiang@admin.com, 
2017206,Yong´an,Fujian, ,yong´anfujian
2017207,Zixing,Hunan,zixinghunan@admin.com, 
2017208,Liyang,Jiangsu, ,liyangjiangsu
2017209,Yizheng,Jiangsu, ,yizhengjiangsu
2017210,Yumen,Gansu, ,yumengansu
2017211,Liling,Hunan,lilinghunan@admin.com, 
2017212,Yuncheng,Shanxi, ,yunchengshanxi
2017213,Shanwei,Guangdong,shanweiguangdong@admin.com, 
2017214,Cixi,Zhejiang,cixizhejiang@admin.com, 
2017215,Yuanjiang,Hunan, ,yuanjianghunan
2017216,Bozhou,Anhui,bozhouanhui@admin.com, 
2017217,Jinchang,Gansu,jinchanggansu@admin.com, 
2017218,Fu´an,Fujian, ,fu´anfujian
2017219,Suqian,Jiangsu,suqianjiangsu@admin.com, 
2017220,Shishou,Hubei,shishouhubei@admin.com, 
2017221,Hengshui,Hebei,hengshuihebei@admin.com, 
2017222,Danjiangkou,Hubei,danjiangkouhubei@admin.com, 
2017223,Fujin,Heilongjiang,fujinheilongjiang@admin.com, 
2017224,Sanya,Hainan, ,sanyahainan
2017225,Guangshui,Hubei, ,guangshuihubei
2017226,Huangshan,Anhui,huangshananhui@admin.com, 
2017227,Xingcheng,Liaoning,xingchengliaoning@admin.com, 
2017228,Zhucheng,Shandong,zhuchengshandong@admin.com, 
2017229,Kunshan,Jiangsu, ,kunshanjiangsu
2017230,Haining,Zhejiang, ,hainingzhejiang
2017231,Pingliang,Gansu,pinglianggansu@admin.com, 
2017232,Fuqing,Fujian, ,fuqingfujian
2017233,Xinzhou,Shanxi,xinzhoushanxi@admin.com, 
2017234,Jieyang,Guangdong,jieyangguangdong@admin.com, 
2017235,Zhangjiagang,Jiangsu, ,zhangjiagangjiangsu
2017236,TongXian,Peking, ,tongxianpeking
2017237,Ya´an,Sichuan,ya´ansichuan@admin.com, 
2017238,Jinzhou,Liaoning, ,jinzhouliaoning
2017239,Emeishan,Sichuan,emeishansichuan@admin.com, 
2017240,Enshi,Hubei, ,enshihubei
2017241,Bose,Guangxi, ,boseguangxi
2017242,Yuzhou,Henan, ,yuzhouhenan
2017243,Kaiyuan,Yunnan, ,kaiyuanyunnan
2017244,Tumen,Jilin, ,tumenjilin
2017245,Putian,Fujian, ,putianfujian
2017246,Linhai,Zhejiang, ,linhaizhejiang
2017247,XilinHot,InnerMongolia,xilinhotinnermongolia@admin.com, 
2017248,Shaowu,Fujian,shaowufujian@admin.com, 
2017249,Junan,Shandong, ,junanshandong
2017250,Huaying,Sichuan, ,huayingsichuan
2017251,Pingyi,Shandong, ,pingyishandong
2017252,Huangyan,Zhejiang,huangyanzhejiang@admin.com, 
2017253,Bishkek,Bishkekshaary, ,bishkekbishkekshaary
2017254,Osh,Osh, ,oshosh
2017255,Bikenibeu,SouthTarawa,bikenibeusouthtarawa@admin.com, 
2017256,Bairiki,SouthTarawa, ,bairikisouthtarawa
2017257,SantafédeBogotá,SantafédeBogotá, ,santafédebogotásantafédebogotá
2017258,Cali,Valle, ,calivalle
2017259,Medellín,Antioquia,medellínantioquia@admin.com, 
2017260,Barranquilla,Atlántico, ,barranquillaatlántico
2017261,Cartagena,Bolívar, ,cartagenabolívar
2017262,Cúcuta,NortedeSantander, ,cúcutanortedesantander
2017263,Bucaramanga,Santander,bucaramangasantander@admin.com, 
2017264,Ibagué,Tolima,ibaguétolima@admin.com, 
2017265,Pereira,Risaralda, ,pereirarisaralda
2017266,SantaMarta,Magdalena, ,santamartamagdalena
2017267,Manizales,Caldas,manizalescaldas@admin.com, 
2017268,Bello,Antioquia,belloantioquia@admin.com, 
2017269,Pasto,Nariño, ,pastonariño
2017270,Neiva,Huila,neivahuila@admin.com, 
2017271,Soledad,Atlántico,soledadatlántico@admin.com, 
2017272,Armenia,Quindío,armeniaquindío@admin.com, 
2017273,Villavicencio,Meta,villavicenciometa@admin.com, 
2017274,Soacha,Cundinamarca,soachacundinamarca@admin.com, 
2017275,Valledupar,Cesar, ,valleduparcesar
2017276,Montería,Córdoba,monteríacórdoba@admin.com, 
2017277,Itagüí,Antioquia,itagüíantioquia@admin.com, 
2017278,Palmira,Valle,palmiravalle@admin.com, 
2017279,Buenaventura,Valle,buenaventuravalle@admin.com, 
2017280,Floridablanca,Santander,floridablancasantander@admin.com, 
2017281,Sincelejo,Sucre,sincelejosucre@admin.com, 
2017282,Popayán,Cauca,popayáncauca@admin.com, 
2017283,Barrancabermeja,Santander,barrancabermejasantander@admin.com, 
2017284,DosQuebradas,Risaralda, ,dosquebradasrisaralda
2017285,Tuluá,Valle, ,tuluávalle
2017286,Envigado,Antioquia, ,envigadoantioquia
2017287,Cartago,Valle,cartagovalle@admin.com, 
2017288,Girardot,Cundinamarca, ,girardotcundinamarca
2017289,Buga,Valle, ,bugavalle
2017290,Tunja,Boyacá,tunjaboyacá@admin.com, 
2017291,Florencia,Caquetá, ,florenciacaquetá
2017292,Maicao,LaGuajira,maicaolaguajira@admin.com, 
2017293,Sogamoso,Boyacá, ,sogamosoboyacá
2017294,Giron,Santander,gironsantander@admin.com, 
2017295,Moroni,Njazidja,moroninjazidja@admin.com, 
2017296,Brazzaville,Brazzaville,brazzavillebrazzaville@admin.com, 
2017297,Pointe-Noire,Kouilou, ,pointe-noirekouilou
2017298,Kinshasa,Kinshasa, ,kinshasakinshasa
2017299,Lubumbashi,Shaba,lubumbashishaba@admin.com, 
2017300,Mbuji-Mayi,EastKasai,mbuji-mayieastkasai@admin.com, 
2017301,Kolwezi,Shaba,kolwezishaba@admin.com, 
2017302,Kisangani,Haute-Zaïre,kisanganihaute-zaïre@admin.com, 
2017303,Kananga,WestKasai, ,kanangawestkasai
2017304,Likasi,Shaba, ,likasishaba
2017305,Bukavu,SouthKivu, ,bukavusouthkivu
2017306,Kikwit,Bandundu, ,kikwitbandundu
2017307,Tshikapa,WestKasai,tshikapawestkasai@admin.com, 
2017308,Matadi,Bas-Zaïre, ,matadibas-zaïre
2017309,Mbandaka,Equateur,mbandakaequateur@admin.com, 
2017310,Mwene-Ditu,EastKasai, ,mwene-ditueastkasai
2017311,Boma,Bas-Zaïre,bomabas-zaïre@admin.com, 
2017312,Uvira,SouthKivu,uvirasouthkivu@admin.com, 
2017313,Butembo,NorthKivu, ,butembonorthkivu
2017314,Goma,NorthKivu,gomanorthkivu@admin.com, 
2017315,Kalemie,Shaba,kalemieshaba@admin.com, 
2017316,Bantam,HomeIsland,bantamhomeisland@admin.com, 
2017317,WestIsland,WestIsland,westislandwestisland@admin.com, 
2017318,Pyongyang,Pyongyang-si,pyongyangpyongyang-si@admin.com, 
2017319,Hamhung,HamgyongN,hamhunghamgyongn@admin.com, 
2017320,Chongjin,HamgyongP,chongjinhamgyongp@admin.com, 
2017321,Nampo,Nampo-si, ,namponampo-si
2017322,Sinuiju,PyonganP,sinuijupyonganp@admin.com, 
2017323,Wonsan,Kangwon, ,wonsankangwon
2017324,Phyongsong,PyonganN, ,phyongsongpyongann
2017325,Sariwon,HwanghaeP,sariwonhwanghaep@admin.com, 
2017326,Haeju,HwanghaeN, ,haejuhwanghaen
2017327,Kanggye,Chagang,kanggyechagang@admin.com, 
2017328,Kimchaek,HamgyongP, ,kimchaekhamgyongp
2017329,Hyesan,Yanggang,hyesanyanggang@admin.com, 
2017330,Kaesong,Kaesong-si,kaesongkaesong-si@admin.com, 
2017331,Seoul,Seoul, ,seoulseoul
2017332,Pusan,Pusan, ,pusanpusan
2017333,Inchon,Inchon, ,inchoninchon
2017334,Taegu,Taegu, ,taegutaegu
2017335,Taejon,Taejon,taejontaejon@admin.com, 
2017336,Kwangju,Kwangju, ,kwangjukwangju
2017337,Ulsan,Kyongsangnam, ,ulsankyongsangnam
2017338,Songnam,Kyonggi, ,songnamkyonggi
2017339,Puchon,Kyonggi,puchonkyonggi@admin.com, 
2017340,Suwon,Kyonggi, ,suwonkyonggi
2017341,Anyang,Kyonggi,anyangkyonggi@admin.com, 
2017342,Chonju,Chollabuk,chonjuchollabuk@admin.com, 
2017343,Chongju,Chungchongbuk, ,chongjuchungchongbuk
2017344,Koyang,Kyonggi,koyangkyonggi@admin.com, 
2017345,Ansan,Kyonggi, ,ansankyonggi
2017346,Pohang,Kyongsangbuk,pohangkyongsangbuk@admin.com, 
2017347,Chang-won,Kyongsangnam, ,chang-wonkyongsangnam
2017348,Masan,Kyongsangnam,masankyongsangnam@admin.com, 
2017349,Kwangmyong,Kyonggi,kwangmyongkyonggi@admin.com, 
2017350,Chonan,Chungchongnam,chonanchungchongnam@admin.com, 
2017351,Chinju,Kyongsangnam,chinjukyongsangnam@admin.com, 
2017352,Iksan,Chollabuk, ,iksanchollabuk
2017353,Pyongtaek,Kyonggi, ,pyongtaekkyonggi
2017354,Kumi,Kyongsangbuk, ,kumikyongsangbuk
2017355,Uijongbu,Kyonggi,uijongbukyonggi@admin.com, 
2017356,Kyongju,Kyongsangbuk, ,kyongjukyongsangbuk
2017357,Kunsan,Chollabuk, ,kunsanchollabuk
2017358,Cheju,Cheju, ,chejucheju
2017359,Kimhae,Kyongsangnam,kimhaekyongsangnam@admin.com, 
2017360,Sunchon,Chollanam,sunchonchollanam@admin.com, 
2017361,Mokpo,Chollanam,mokpochollanam@admin.com, 
2017362,Yong-in,Kyonggi,yong-inkyonggi@admin.com, 
2017363,Wonju,Kang-won,wonjukang-won@admin.com, 
2017364,Kunpo,Kyonggi,kunpokyonggi@admin.com, 
2017365,Chunchon,Kang-won, ,chunchonkang-won
2017366,Namyangju,Kyonggi,namyangjukyonggi@admin.com, 
2017367,Kangnung,Kang-won,kangnungkang-won@admin.com, 
2017368,Chungju,Chungchongbuk,chungjuchungchongbuk@admin.com, 
2017369,Andong,Kyongsangbuk,andongkyongsangbuk@admin.com, 
2017370,Yosu,Chollanam,yosuchollanam@admin.com, 
2017371,Kyongsan,Kyongsangbuk, ,kyongsankyongsangbuk
2017372,Paju,Kyonggi, ,pajukyonggi
2017373,Yangsan,Kyongsangnam,yangsankyongsangnam@admin.com, 
2017374,Ichon,Kyonggi,ichonkyonggi@admin.com, 
2017375,Asan,Chungchongnam,asanchungchongnam@admin.com, 
2017376,Koje,Kyongsangnam, ,kojekyongsangnam
2017377,Kimchon,Kyongsangbuk, ,kimchonkyongsangbuk
2017378,Nonsan,Chungchongnam,nonsanchungchongnam@admin.com, 
2017379,Kuri,Kyonggi,kurikyonggi@admin.com, 
2017380,Chong-up,Chollabuk, ,chong-upchollabuk
2017381,Chechon,Chungchongbuk,chechonchungchongbuk@admin.com, 
2017382,Sosan,Chungchongnam, ,sosanchungchongnam
2017383,Shihung,Kyonggi,shihungkyonggi@admin.com, 
2017384,Tong-yong,Kyongsangnam,tong-yongkyongsangnam@admin.com, 
2017385,Kongju,Chungchongnam,kongjuchungchongnam@admin.com, 
2017386,Yongju,Kyongsangbuk,yongjukyongsangbuk@admin.com, 
2017387,Chinhae,Kyongsangnam, ,chinhaekyongsangnam
2017388,Sangju,Kyongsangbuk, ,sangjukyongsangbuk
2017389,Poryong,Chungchongnam,poryongchungchongnam@admin.com, 
2017390,Kwang-yang,Chollanam,kwang-yangchollanam@admin.com, 
2017391,Miryang,Kyongsangnam, ,miryangkyongsangnam
2017392,Hanam,Kyonggi,hanamkyonggi@admin.com, 
2017393,Kimje,Chollabuk, ,kimjechollabuk
2017394,Yongchon,Kyongsangbuk,yongchonkyongsangbuk@admin.com, 
2017395,Sachon,Kyongsangnam,sachonkyongsangnam@admin.com, 
2017396,Uiwang,Kyonggi,uiwangkyonggi@admin.com, 
2017397,Naju,Chollanam, ,najuchollanam
2017398,Namwon,Chollabuk,namwonchollabuk@admin.com, 
2017399,Tonghae,Kang-won,tonghaekang-won@admin.com, 
2017400,Mun-gyong,Kyongsangbuk,mun-gyongkyongsangbuk@admin.com, 
2017401,Athenai,Attika,athenaiattika@admin.com, 
2017402,Thessaloniki,CentralMacedonia, ,thessalonikicentralmacedonia
2017403,Pireus,Attika,pireusattika@admin.com, 
2017404,Patras,WestGreece, ,patraswestgreece
2017405,Peristerion,Attika,peristerionattika@admin.com, 
2017406,Herakleion,Crete,herakleioncrete@admin.com, 
2017407,Kallithea,Attika, ,kallitheaattika
2017408,Larisa,Thessalia, ,larisathessalia
2017409,Zagreb,GradZagreb, ,zagrebgradzagreb
2017410,Split,Split-Dalmatia,splitsplit-dalmatia@admin.com, 
2017411,Rijeka,Primorje-GorskiKota, ,rijekaprimorje-gorskikota
2017412,Osijek,Osijek-Baranja,osijekosijek-baranja@admin.com, 
2017413,LaHabana,LaHabana,lahabanalahabana@admin.com, 
2017414,SantiagodeCuba,SantiagodeCuba,santiagodecubasantiagodecuba@admin.com, 
2017415,Camagüey,Camagüey, ,camagüeycamagüey
2017416,Holguín,Holguín,holguínholguín@admin.com, 
2017417,SantaClara,VillaClara,santaclaravillaclara@admin.com, 
2017418,Guantánamo,Guantánamo,guantánamoguantánamo@admin.com, 
2017419,PinardelRío,PinardelRío,pinardelríopinardelrío@admin.com, 
2017420,Bayamo,Granma,bayamogranma@admin.com, 
2017421,Cienfuegos,Cienfuegos,cienfuegoscienfuegos@admin.com, 
2017422,VictoriadelasTunas,LasTunas,victoriadelastunaslastunas@admin.com, 
2017423,Matanzas,Matanzas,matanzasmatanzas@admin.com, 
2017424,Manzanillo,Granma,manzanillogranma@admin.com, 
2017425,Sancti-Spíritus,Sancti-Spíritus,sancti-spíritussancti-spíritus@admin.com, 
2017426,CiegodeÁvila,CiegodeÁvila,ciegodeávilaciegodeávila@admin.com, 
2017427,al-Salimiya,Hawalli, ,al-salimiyahawalli
2017428,Jalibal-Shuyukh,Hawalli,jalibal-shuyukhhawalli@admin.com, 
2017429,Kuwait,al-Asima,kuwaital-asima@admin.com, 
2017430,Nicosia,Nicosia,nicosianicosia@admin.com, 
2017431,Limassol,Limassol, ,limassollimassol
2017432,Vientiane,Viangchan, ,vientianeviangchan
2017433,Savannakhet,Savannakhet,savannakhetsavannakhet@admin.com, 
2017434,Riga,Riika, ,rigariika
2017435,Daugavpils,Daugavpils,daugavpilsdaugavpils@admin.com, 
2017436,Liepaja,Liepaja, ,liepajaliepaja
2017437,Maseru,Maseru, ,maserumaseru
2017438,Beirut,Beirut, ,beirutbeirut
2017439,Tripoli,al-Shamal,tripolial-shamal@admin.com, 
2017440,Monrovia,Montserrado, ,monroviamontserrado
2017441,Tripoli,Tripoli, ,tripolitripoli
2017442,Bengasi,Bengasi, ,bengasibengasi
2017443,Misrata,Misrata, ,misratamisrata
2017444,al-Zawiya,al-Zawiya, ,al-zawiyaal-zawiya
2017445,Schaan,Schaan,schaanschaan@admin.com, 
2017446,Vaduz,Vaduz,vaduzvaduz@admin.com, 
2017447,Vilnius,Vilna, ,vilniusvilna
2017448,Kaunas,Kaunas,kaunaskaunas@admin.com, 
2017449,Klaipeda,Klaipeda, ,klaipedaklaipeda
2017450,Šiauliai,Šiauliai,ŠiauliaiŠiauliai@admin.com, 
2017451,Panevezys,Panevezys, ,panevezyspanevezys
2017452,Luxembourg[Luxemburg/Lëtzebuerg],Luxembourg, ,luxembourg[luxemburg/lëtzebuerg]luxembourg
2017453,El-Aaiún,El-Aaiún,el-aaiúnel-aaiún@admin.com, 
2017454,Macao,Macau, ,macaomacau
2017455,Antananarivo,Antananarivo, ,antananarivoantananarivo
2017456,Toamasina,Toamasina, ,toamasinatoamasina
2017457,Antsirabé,Antananarivo, ,antsirabéantananarivo
2017458,Mahajanga,Mahajanga, ,mahajangamahajanga
2017459,Fianarantsoa,Fianarantsoa, ,fianarantsoafianarantsoa
2017460,Skopje,Skopje, ,skopjeskopje
2017461,Blantyre,Blantyre,blantyreblantyre@admin.com, 
2017462,Lilongwe,Lilongwe,lilongwelilongwe@admin.com, 
2017463,Male,Maale,malemaale@admin.com, 
2017464,KualaLumpur,WilayahPersekutuan, ,kualalumpurwilayahpersekutuan
2017465,Ipoh,Perak,ipohperak@admin.com, 
2017466,JohorBaharu,Johor, ,johorbaharujohor
2017467,PetalingJaya,Selangor,petalingjayaselangor@admin.com, 
2017468,Kelang,Selangor,kelangselangor@admin.com, 
2017469,KualaTerengganu,Terengganu, ,kualaterengganuterengganu
2017470,Pinang,PulauPinang,pinangpulaupinang@admin.com, 
2017471,KotaBharu,Kelantan, ,kotabharukelantan
2017472,Kuantan,Pahang,kuantanpahang@admin.com, 
2017473,Taiping,Perak, ,taipingperak
2017474,Seremban,NegeriSembilan,serembannegerisembilan@admin.com, 
2017475,Kuching,Sarawak,kuchingsarawak@admin.com, 
2017476,Sibu,Sarawak,sibusarawak@admin.com, 
2017477,Sandakan,Sabah, ,sandakansabah
2017478,AlorSetar,Kedah, ,alorsetarkedah
2017479,SelayangBaru,Selangor,selayangbaruselangor@admin.com, 
2017480,SungaiPetani,Kedah,sungaipetanikedah@admin.com, 
2017481,ShahAlam,Selangor, ,shahalamselangor
2017482,Bamako,Bamako, ,bamakobamako
2017483,Birkirkara,OuterHarbour,birkirkaraouterharbour@admin.com, 
2017484,Valletta,InnerHarbour, ,vallettainnerharbour
2017485,Casablanca,Casablanca,casablancacasablanca@admin.com, 
2017486,Rabat,Rabat-Salé-Zammour-Z,rabatrabat-salé-zammour-z@admin.com, 
2017487,Marrakech,Marrakech-Tensift-Al, ,marrakechmarrakech-tensift-al
2017488,Fès,Fès-Boulemane, ,fèsfès-boulemane
2017489,Tanger,Tanger-Tétouan,tangertanger-tétouan@admin.com, 
2017490,Salé,Rabat-Salé-Zammour-Z, ,salérabat-salé-zammour-z
2017491,Meknès,Meknès-Tafilalet,meknèsmeknès-tafilalet@admin.com, 
2017492,Oujda,Oriental, ,oujdaoriental
2017493,Kénitra,Gharb-Chrarda-BéniH, ,kénitragharb-chrarda-bénih
2017494,Tétouan,Tanger-Tétouan,tétouantanger-tétouan@admin.com, 
2017495,Safi,Doukkala-Abda,safidoukkala-abda@admin.com, 
2017496,Agadir,SoussMassa-Draâ, ,agadirsoussmassa-draâ
2017497,Mohammedia,Casablanca, ,mohammediacasablanca
2017498,Khouribga,Chaouia-Ouardigha, ,khouribgachaouia-ouardigha
2017499,Beni-Mellal,Tadla-Azilal, ,beni-mellaltadla-azilal
2017500,Témara,Rabat-Salé-Zammour-Z,témararabat-salé-zammour-z@admin.com, 
2017501,ElJadida,Doukkala-Abda,eljadidadoukkala-abda@admin.com, 
2017502,Nador,Oriental, ,nadororiental
2017503,KsarelKebir,Tanger-Tétouan, ,ksarelkebirtanger-tétouan
2017504,Settat,Chaouia-Ouardigha,settatchaouia-ouardigha@admin.com, 
2017505,Taza,Taza-AlHoceima-Taou, ,tazataza-alhoceima-taou
2017506,ElAraich,Tanger-Tétouan,elaraichtanger-tétouan@admin.com, 
2017507,Dalap-Uliga-Darrit,Majuro,dalap-uliga-darritmajuro@admin.com, 
2017508,Fort-de-France,Fort-de-France, ,fort-de-francefort-de-france
2017509,Nouakchott,Nouakchott,nouakchottnouakchott@admin.com, 
2017510,Nouâdhibou,DakhletNouâdhibou,nouâdhiboudakhletnouâdhibou@admin.com, 
2017511,Port-Louis,Port-Louis, ,port-louisport-louis
2017512,BeauBassin-RoseHill,PlainesWilhelms, ,beaubassin-rosehillplaineswilhelms
2017513,Vacoas-Phoenix,PlainesWilhelms,vacoas-phoenixplaineswilhelms@admin.com, 
2017514,Mamoutzou,Mamoutzou,mamoutzoumamoutzou@admin.com, 
2017515,CiudaddeMéxico,DistritoFederal,ciudaddeméxicodistritofederal@admin.com, 
2017516,Guadalajara,Jalisco, ,guadalajarajalisco
2017517,EcatepecdeMorelos,México, ,ecatepecdemorelosméxico
2017518,Puebla,Puebla, ,pueblapuebla
2017519,Nezahualcóyotl,México,nezahualcóyotlméxico@admin.com, 
2017520,Juárez,Chihuahua, ,juárezchihuahua
2017521,Tijuana,BajaCalifornia, ,tijuanabajacalifornia
2017522,León,Guanajuato,leónguanajuato@admin.com, 
2017523,Monterrey,NuevoLeón, ,monterreynuevoleón
2017524,Zapopan,Jalisco,zapopanjalisco@admin.com, 
2017525,NaucalpandeJuárez,México, ,naucalpandejuárezméxico
2017526,Mexicali,BajaCalifornia, ,mexicalibajacalifornia
2017527,Culiacán,Sinaloa, ,culiacánsinaloa
2017528,AcapulcodeJuárez,Guerrero, ,acapulcodejuárezguerrero
2017529,TlalnepantladeBaz,México,tlalnepantladebazméxico@admin.com, 
2017530,Mérida,Yucatán,méridayucatán@admin.com, 
2017531,Chihuahua,Chihuahua,chihuahuachihuahua@admin.com, 
2017532,SanLuisPotosí,SanLuisPotosí, ,sanluispotosísanluispotosí
2017533,Guadalupe,NuevoLeón,guadalupenuevoleón@admin.com, 
2017534,Toluca,México,tolucaméxico@admin.com, 
2017535,Aguascalientes,Aguascalientes,aguascalientesaguascalientes@admin.com, 
2017536,Querétaro,QuerétarodeArteaga, ,querétaroquerétarodearteaga
2017537,Morelia,MichoacándeOcampo,moreliamichoacándeocampo@admin.com, 
2017538,Hermosillo,Sonora, ,hermosillosonora
2017539,Saltillo,CoahuiladeZaragoza, ,saltillocoahuiladezaragoza
2017540,Torreón,CoahuiladeZaragoza, ,torreóncoahuiladezaragoza
2017541,Centro(Villahermosa),Tabasco, ,centro(villahermosa)tabasco
2017542,SanNicolásdelosGarza,NuevoLeón, ,sannicolásdelosgarzanuevoleón
2017543,Durango,Durango,durangodurango@admin.com, 
2017544,Chimalhuacán,México,chimalhuacánméxico@admin.com, 
2017545,Tlaquepaque,Jalisco,tlaquepaquejalisco@admin.com, 
2017546,AtizapándeZaragoza,México, ,atizapándezaragozaméxico
2017547,Veracruz,Veracruz,veracruzveracruz@admin.com, 
2017548,CuautitlánIzcalli,México,cuautitlánizcalliméxico@admin.com, 
2017549,Irapuato,Guanajuato, ,irapuatoguanajuato
2017550,TuxtlaGutiérrez,Chiapas,tuxtlagutiérrezchiapas@admin.com, 
2017551,Tultitlán,México,tultitlánméxico@admin.com, 
2017552,Reynosa,Tamaulipas, ,reynosatamaulipas
2017553,BenitoJuárez,QuintanaRoo, ,benitojuárezquintanaroo
2017554,Matamoros,Tamaulipas, ,matamorostamaulipas
2017555,Xalapa,Veracruz, ,xalapaveracruz
2017556,Celaya,Guanajuato,celayaguanajuato@admin.com, 
2017557,Mazatlán,Sinaloa,mazatlánsinaloa@admin.com, 
2017558,Ensenada,BajaCalifornia,ensenadabajacalifornia@admin.com, 
2017559,Ahome,Sinaloa,ahomesinaloa@admin.com, 
2017560,Cajeme,Sonora,cajemesonora@admin.com, 
2017561,Cuernavaca,Morelos, ,cuernavacamorelos
2017562,Tonalá,Jalisco, ,tonalájalisco
2017563,ValledeChalcoSolidaridad,México, ,valledechalcosolidaridadméxico
2017564,NuevoLaredo,Tamaulipas, ,nuevolaredotamaulipas
2017565,Tepic,Nayarit, ,tepicnayarit
2017566,Tampico,Tamaulipas,tampicotamaulipas@admin.com, 
2017567,Ixtapaluca,México, ,ixtapalucaméxico
2017568,Apodaca,NuevoLeón, ,apodacanuevoleón
2017569,Guasave,Sinaloa, ,guasavesinaloa
2017570,GómezPalacio,Durango, ,gómezpalaciodurango
2017571,Tapachula,Chiapas,tapachulachiapas@admin.com, 
2017572,NicolásRomero,México, ,nicolásromeroméxico
2017573,Coatzacoalcos,Veracruz, ,coatzacoalcosveracruz
2017574,Uruapan,MichoacándeOcampo, ,uruapanmichoacándeocampo
2017575,Victoria,Tamaulipas,victoriatamaulipas@admin.com, 
2017576,OaxacadeJuárez,Oaxaca,oaxacadejuárezoaxaca@admin.com, 
2017577,CoacalcodeBerriozábal,México, ,coacalcodeberriozábalméxico
2017578,PachucadeSoto,Hidalgo, ,pachucadesotohidalgo
2017579,GeneralEscobedo,NuevoLeón,generalescobedonuevoleón@admin.com, 
2017580,Salamanca,Guanajuato, ,salamancaguanajuato
2017581,SantaCatarina,NuevoLeón, ,santacatarinanuevoleón
2017582,Tehuacán,Puebla,tehuacánpuebla@admin.com, 
2017583,Chalco,México, ,chalcoméxico
2017584,Cárdenas,Tabasco,cárdenastabasco@admin.com, 
2017585,Campeche,Campeche,campechecampeche@admin.com, 
2017586,LaPaz,México, ,lapazméxico
2017587,OthónP.Blanco(Chetumal),QuintanaRoo,othónp.blanco(chetumal)quintanaroo@admin.com, 
2017588,Texcoco,México,texcocoméxico@admin.com, 
2017589,LaPaz,BajaCaliforniaSur, ,lapazbajacaliforniasur
